100,200,1669794450.15451,1669794450.1690109,0.014500856399536133
100,200,1669794450.15651,1669794450.1690109,0.012500762939453125
100,200,1669794450.15701,1669794450.1725101,0.015500068664550781
100,200,1669794450.15501,1669794450.1740105,0.019000530242919922
100,200,1669794450.1590095,1669794450.1740105,0.015001058578491211
100,200,1669794450.15501,1669794450.1740105,0.019000530242919922
100,200,1669794450.15451,1669794450.1740105,0.0195004940032959
100,200,1669794450.15501,1669794450.1770113,0.022001266479492188
100,200,1669794450.1540098,1669794450.1775105,0.023500680923461914
100,200,1669794450.15551,1669794450.18001,0.024500131607055664
100,200,1669794450.1560102,1669794450.18051,0.024499893188476562
100,200,1669794450.15551,1669794450.18051,0.02500009536743164
100,200,1669794450.15451,1669794450.1815104,0.02700042724609375
100,200,1669794450.1660106,1669794450.1815104,0.01549983024597168
100,200,1669794450.1560102,1669794450.1815104,0.02550029754638672
100,200,1669794450.15551,1669794450.1815104,0.026000499725341797
100,200,1669794450.1560102,1669794450.1825101,0.02649998664855957
100,200,1669794450.1620092,1669794450.1825101,0.020500898361206055
100,200,1669794450.1625102,1669794450.1830103,0.02050018310546875
100,200,1669794450.1690109,1669794450.1840103,0.0149993896484375
100,200,1669794450.15651,1669794450.1845098,0.0279996395111084
100,200,1669794450.1705105,1669794450.18551,0.0149993896484375
100,200,1669794450.1770113,1669794450.18651,0.009498834609985352
100,200,1669794450.1730099,1669794450.1870098,0.01399993896484375
100,200,1669794450.1815104,1669794450.18801,0.006499528884887695
100,200,1669794450.17951,1669794450.1885102,0.009000062942504883
100,200,1669794450.1830103,1669794450.1895103,0.0065000057220458984
100,200,1669794450.1845098,1669794450.1900105,0.00550079345703125
100,200,1669794450.18651,1669794450.1910102,0.004500150680541992
100,200,1669794450.18751,1669794450.1930108,0.00550079345703125
100,200,1669794450.1890097,1669794450.19451,0.005500316619873047
100,200,1669794450.1900105,1669794450.1950097,0.0049991607666015625
100,200,1669794450.1910102,1669794450.1955109,0.004500627517700195
100,200,1669794450.192011,1669794450.1970105,0.004999399185180664
100,200,1669794450.1930108,1669794450.1985106,0.005499839782714844
100,200,1669794450.1950097,1669794450.19951,0.004500389099121094
100,200,1669794450.1955109,1669794450.2010102,0.005499362945556641
100,200,1669794450.1965103,1669794450.2020102,0.005499839782714844
100,200,1669794450.1975102,1669794450.20401,0.006499767303466797
100,200,1669794450.1985106,1669794450.20401,0.005499362945556641
100,200,1669794450.19951,1669794450.2065103,0.0070002079010009766
100,200,1669794450.2010102,1669794450.2070105,0.0060002803802490234
100,200,1669794450.20051,1669794450.2080119,0.007501840591430664
100,200,1669794450.20251,1669794450.2090101,0.0065000057220458984
100,200,1669794450.20401,1669794450.2100103,0.0060002803802490234
100,200,1669794450.2065103,1669794450.21251,0.00599980354309082
